,global_id,FACT_DATE_START,FACT_DATE_END,District,Address,UNOM
195,353107,29.04.2022,18.11.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 6, корпус 4",15098
196,432060,21.08.2022,15.12.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Саянская улица, дом 13, корпус 3",22773
197,368800,07.05.2022,28.06.2022,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Краснобогатырская улица, дом 19, корпус 2",11464
198,349033,28.03.2022,18.11.2022,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 14-я Парковая улица, дом 3",18886
199,349032,28.03.2022,13.09.2022,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 14-я Парковая улица, дом 3",18886
200,390341,22.03.2022,11.08.2022,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
201,390338,01.02.2022,20.05.2022,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
202,390339,01.02.2022,20.05.2022,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
203,390340,16.05.2022,04.07.2022,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
204,390337,04.03.2022,12.07.2022,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
205,430616,18.02.2022,26.04.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 96, корпус 1",30162
206,349018,25.02.2022,05.10.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 1",30166
207,349017,25.04.2022,05.09.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 1",30166
208,349016,25.04.2022,05.09.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 1",30166
209,348683,28.03.2022,20.07.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 96, корпус 1",30162
210,348680,26.04.2022,05.09.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 96, корпус 1",30162
211,348681,26.04.2022,05.09.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 96, корпус 1",30162
212,348682,25.02.2022,05.10.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 96, корпус 1",30162
213,395061,14.02.2022,05.05.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 1",30166
214,395062,25.04.2022,28.07.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 1",30166
215,395063,04.03.2022,05.05.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 1",30166
216,430570,15.08.2022,07.11.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
217,430566,25.04.2022,09.09.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
218,430567,04.02.2022,22.06.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
219,430568,18.02.2022,10.06.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
220,430569,16.03.2022,10.06.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
221,430565,25.04.2022,05.09.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
222,357635,04.03.2022,03.10.2022,район Ивановское,"город Москва, шоссе Энтузиастов, дом 98, корпус 4",30169
223,349835,17.03.2022,06.06.2022,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Лазо, дом 18, корпус 2",12560
224,349834,30.05.2022,22.08.2022,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Лазо, дом 18, корпус 2",12560
225,349842,17.01.2022,18.04.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Буракова улица, дом 9",2998
226,349841,01.04.2022,24.06.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Буракова улица, дом 9",2998
227,349845,16.03.2022,06.06.2022,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Зелёный проспект, дом 4, корпус 2",8330
228,349891,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
229,349892,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
230,349897,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
231,349894,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
232,349895,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
233,349896,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
234,349893,29.06.2022,18.10.2022,район Новокосино,"Суздальская улица, дом 6, корпус 2",82033
235,349997,16.08.2022,10.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 24, корпус 1",82012
236,350002,16.08.2022,10.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 24, корпус 1",82012
237,350000,21.03.2022,16.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 24, корпус 1",82012
238,350001,21.03.2022,16.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 24, корпус 1",82012
239,350005,02.08.2022,20.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 20, корпус 1",80045
240,350010,21.03.2022,02.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 20, корпус 1",80045
241,350009,21.03.2022,02.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 20, корпус 1",80045
242,350007,02.08.2022,20.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 20, корпус 1",80045
243,350141,10.01.2022,15.03.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 6",82037
244,350144,10.01.2022,15.03.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 6",82037
245,350143,21.03.2022,31.05.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 6",82037
246,350142,21.03.2022,31.05.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 6",82037
247,350159,24.01.2022,15.03.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
248,350160,18.02.2022,15.03.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
249,350161,08.04.2022,31.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
250,350166,08.04.2022,31.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
251,350163,08.04.2022,31.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
252,350164,18.02.2022,15.03.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
253,350165,08.04.2022,31.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
254,350162,24.01.2022,15.03.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Суздальская улица, дом 10, корпус 2",82026
255,351008,11.01.2022,09.03.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Сталеваров, дом 12, корпус 1",24600
256,353985,11.02.2022,04.10.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Сталеваров, дом 4, корпус 4",24593
257,353984,19.04.2022,11.11.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Сталеваров, дом 4, корпус 4",24593
258,349068,01.03.2022,11.07.2022,район Ивановское,"город Москва, Челябинская улица, дом 19, корпус 4",28411
259,349067,16.05.2022,28.09.2022,район Ивановское,"город Москва, Челябинская улица, дом 19, корпус 4",28411
260,430952,24.05.2022,12.08.2022,район Ивановское,"город Москва, Челябинская улица, дом 19, корпус 4",28411
261,430950,01.03.2022,11.07.2022,район Ивановское,"город Москва, Челябинская улица, дом 19, корпус 4",28411
262,430951,01.03.2022,11.07.2022,район Ивановское,"город Москва, Челябинская улица, дом 19, корпус 4",28411
263,394486,18.04.2022,11.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проезд, дом 20, корпус 1",8673
264,394485,18.04.2022,11.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проезд, дом 20, корпус 1",8673
265,353381,18.04.2022,14.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 37",18528
266,355294,04.05.2022,17.08.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
267,430501,21.06.2022,02.12.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
268,430497,18.04.2022,02.09.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
269,430498,25.04.2022,02.09.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
270,430499,17.05.2022,01.10.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
271,430500,22.04.2022,01.10.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
272,434231,22.04.2022,20.10.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 7/17",18508
273,430343,12.05.2022,16.08.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 4-я Парковая улица, дом 12, корпус 2",18564
274,348187,10.01.2022,08.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 4-я Парковая улица, дом 23",18568
275,348186,28.04.2022,21.10.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 4-я Парковая улица, дом 23",18568
276,394961,16.05.2022,20.07.2022,район Измайлово,"город Москва, 4-я Парковая улица, дом 23, корпус 2",18569
277,394957,31.01.2022,20.07.2022,район Измайлово,"город Москва, 4-я Парковая улица, дом 23, корпус 2",18569
278,394958,17.01.2022,29.04.2022,район Измайлово,"город Москва, 4-я Парковая улица, дом 23, корпус 2",18569
279,394959,19.01.2022,29.04.2022,район Измайлово,"город Москва, 4-я Парковая улица, дом 23, корпус 2",18569
280,350363,16.06.2022,09.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 7",82005
281,350367,16.06.2022,09.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 7",82005
282,350365,16.06.2022,09.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 7",82005
283,350366,16.06.2022,09.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 7",82005
284,350364,16.06.2022,09.09.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 7",82005
285,350368,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 11, корпус 2",80039
286,350369,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 11, корпус 2",80039
287,350373,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 11, корпус 2",80039
288,350371,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 11, корпус 2",80039
289,350372,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 11, корпус 2",80039
290,350370,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 11, корпус 2",80039
291,350374,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
292,350375,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
293,350376,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
294,350382,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
295,350378,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
296,350379,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
297,350380,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
298,350381,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
299,350377,24.06.2022,21.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11, корпус 1",82007
300,350386,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 2",82036
301,350383,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 2",82036
302,350387,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 2",82036
303,350385,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 2",82036
304,350384,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 2",82036
305,350391,30.06.2022,09.09.2022,район Преображенское,"город Москва, Преображенская улица, дом 6",64035
306,350390,30.06.2022,09.09.2022,район Преображенское,"город Москва, Преображенская улица, дом 6",64035
307,350394,25.03.2022,29.07.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 13",26824
308,350393,19.07.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 13",26824
309,350392,25.03.2022,29.07.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 13",26824
310,350422,13.05.2022,02.08.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
311,350417,09.02.2022,31.05.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
312,350418,13.05.2022,02.08.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
313,350419,09.02.2022,31.05.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
314,350420,13.05.2022,02.08.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
315,350427,24.06.2022,09.08.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
316,350423,09.02.2022,31.05.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
317,350424,09.02.2022,31.05.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
318,350425,13.05.2022,02.08.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
319,350426,09.02.2022,31.05.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
320,350421,13.05.2022,02.08.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я улица Бухвостова, дом 7",64039
321,350454,21.03.2022,31.05.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 7",82038
322,350452,21.03.2022,31.05.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 7",82038
323,350455,10.01.2022,15.03.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 7",82038
324,350453,10.01.2022,15.03.2022,район Новокосино,"город Москва, Суздальская улица, дом 18, корпус 7",82038
325,350481,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 1",82027
326,350484,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 1",82027
327,350483,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 1",82027
328,350482,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 1",82027
329,350485,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 2",82019
330,350488,20.01.2022,16.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 2",82019
331,350487,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 2",82019
332,350486,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 2",82019
333,350489,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 3",82020
334,350492,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 3",82020
335,350491,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 3",82020
336,350490,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 3",82020
337,350493,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 4",82015
338,350496,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 4",82015
339,350495,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 4",82015
340,350494,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 4",82015
341,350497,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 5",82018
342,350500,20.01.2022,16.05.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 5",82018
343,350499,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 5",82018
344,350498,13.05.2022,09.08.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 15, корпус 5",82018
345,350501,18.03.2022,22.05.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 4",82023
346,350504,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 4",82023
347,350503,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 4",82023
348,350502,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 4",82023
349,350505,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 3",82022
350,350508,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 3",82022
351,350507,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 3",82022
352,350506,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 3",82022
353,350509,15.06.2022,10.10.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 2",82021
354,350512,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 2",82021
355,350511,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 2",82021
356,350510,15.06.2022,10.10.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 2",82021
357,350513,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
358,350516,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
359,350515,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
360,350514,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
361,350518,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
362,350517,15.06.2022,11.11.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
363,350520,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
364,350519,18.03.2022,22.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
365,350521,19.06.2022,07.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
366,350524,22.03.2022,17.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
367,350523,22.03.2022,17.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
368,350522,19.06.2022,07.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
369,350525,19.06.2022,07.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
370,350528,22.03.2022,17.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
371,350527,19.06.2022,07.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
372,350526,22.03.2022,17.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
373,350529,22.03.2022,17.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
374,350532,19.06.2022,07.10.2022,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
375,350531,19.06.2022,07.10.2022,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
376,350530,22.03.2022,17.06.2022,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
377,350533,22.03.2022,17.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
378,350536,22.03.2022,17.06.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
379,350535,19.06.2022,07.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
380,350534,19.06.2022,07.10.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
381,350537,19.06.2022,07.10.2022,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 5",82004
